#Distance_(Ang)    @O_=>_@S1
       0.025000     0.000000
       0.075000     0.000000
       0.125000     0.000000
       0.175000     0.000000
       0.225000     0.000000
       0.275000     0.000000
       0.325000     0.000000
       0.375000     0.000000
       0.425000     0.000000
       0.475000     0.000000
       0.525000     0.000000
       0.575000     0.000000
       0.625000     0.000000
       0.675000     0.000000
       0.725000     0.000000
       0.775000     0.000000
       0.825000     0.000000
       0.875000     0.000000
       0.925000     0.000000
       0.975000     0.000000
       1.025000     0.000000
       1.075000     0.000000
       1.125000     0.000000
       1.175000     0.000000
       1.225000     0.000000
       1.275000     0.000000
       1.325000     0.000000
       1.375000     0.000000
       1.425000     0.000000
       1.475000     0.000000
       1.525000     0.000000
       1.575000     0.000000
       1.625000     0.000000
       1.675000     0.000000
       1.725000     0.000000
       1.775000     0.000000
       1.825000     0.000000
       1.875000     0.000000
       1.925000     0.000000
       1.975000     0.000000
       2.025000     0.000000
       2.075000     0.000000
       2.125000     0.000000
       2.175000     0.000000
       2.225000     0.000000
       2.275000     0.000000
       2.325000     0.000000
       2.375000     0.000000
       2.425000     0.000000
       2.475000     0.000000
       2.525000     0.000000
       2.575000     0.000000
       2.625000     0.000000
       2.675000     0.000000
       2.725000     0.000000
       2.775000     0.000000
       2.825000     0.003649
       2.875000     0.050500
       2.925000     0.264929
       2.975000     0.877977
       3.025000     1.845841
       3.075000     3.031069
       3.125000     3.669933
       3.175000     3.887479
       3.225000     3.535473
       3.275000     3.005233
       3.325000     2.329879
       3.375000     1.819910
       3.425000     1.423329
       3.475000     1.141503
       3.525000     0.963650
       3.575000     0.794471
       3.625000     0.762364
       3.675000     0.780934
       3.725000     0.817127
       3.775000     0.759863
       3.825000     0.743776
       3.875000     0.768020
       3.925000     0.783549
       3.975000     0.834306
       4.025000     0.853554
       4.075000     0.905224
       4.125000     0.944741
       4.175000     0.989913
       4.225000     1.009583
       4.275000     1.029661
       4.325000     1.070861
       4.375000     1.095212
       4.425000     1.117947
       4.475000     1.165089
       4.525000     1.189027
       4.575000     1.208631
       4.625000     1.324910
       4.675000     1.370008
       4.725000     1.365299
       4.775000     1.381134
       4.825000     1.430215
       4.875000     1.408176
       4.925000     1.454569
       4.975000     1.455678
       5.025000     1.475870
       5.075000     1.441090
       5.125000     1.437317
       5.175000     1.451906
       5.225000     1.407539
       5.275000     1.406799
       5.325000     1.371774
       5.375000     1.382996
       5.425000     1.332883
       5.475000     1.344272
       5.525000     1.340404
       5.575000     1.322091
       5.625000     1.266478
       5.675000     1.249383
       5.725000     1.208108
       5.775000     1.186406
       5.825000     1.178142
       5.875000     1.164361
       5.925000     1.176869
       5.975000     1.163917
       6.025000     1.143743
       6.075000     1.143800
       6.125000     1.114723
       6.175000     1.137986
       6.225000     1.180402
       6.275000     1.177074
       6.325000     1.143494
       6.375000     1.144139
       6.425000     1.137335
       6.475000     1.160589
       6.525000     1.170345
       6.575000     1.146550
       6.625000     1.166687
       6.675000     1.106135
       6.725000     1.108637
       6.775000     1.109570
       6.825000     1.103584
       6.875000     1.081018
       6.925000     1.079229
       6.975000     1.031288
       7.025000     1.020889
       7.075000     0.994875
       7.125000     0.981439
       7.175000     0.961114
       7.225000     0.937350
       7.275000     0.944502
       7.325000     0.902253
       7.375000     0.918527
       7.425000     0.862442
       7.475000     0.855547
       7.525000     0.824586
       7.575000     0.817966
       7.625000     0.773297
       7.675000     0.747846
       7.725000     0.717781
       7.775000     0.690031
       7.825000     0.675455
       7.875000     0.650077
       7.925000     0.623121
       7.975000     0.590453
