#Distance_(Ang)    @O_=>_@O1
       0.025000     0.000000
       0.075000     0.000000
       0.125000     0.000000
       0.175000     0.000000
       0.225000     0.000000
       0.275000     0.000000
       0.325000     0.000000
       0.375000     0.000000
       0.425000     0.000000
       0.475000     0.000000
       0.525000     0.000000
       0.575000     0.000000
       0.625000     0.000000
       0.675000     0.000000
       0.725000     0.000000
       0.775000     0.000000
       0.825000     0.000000
       0.875000     0.000000
       0.925000     0.000000
       0.975000     0.000000
       1.025000     0.000000
       1.075000     0.000000
       1.125000     0.000000
       1.175000     0.000000
       1.225000     0.000000
       1.275000     0.000000
       1.325000     0.000000
       1.375000     0.000000
       1.425000     0.000000
       1.475000     0.000000
       1.525000     0.000000
       1.575000     0.000000
       1.625000     0.000000
       1.675000     0.000000
       1.725000     0.000000
       1.775000     0.000000
       1.825000     0.000000
       1.875000     0.000000
       1.925000     0.000000
       1.975000     0.000000
       2.025000     0.000000
       2.075000     0.000000
       2.125000     0.000000
       2.175000     0.000000
       2.225000     0.000000
       2.275000     0.000938
       2.325000     0.006285
       2.375000     0.059372
       2.425000     0.302077
       2.475000     0.789169
       2.525000     1.335268
       2.575000     1.868049
       2.625000     1.951823
       2.675000     1.884968
       2.725000     1.743879
       2.775000     1.573195
       2.825000     1.472996
       2.875000     1.409290
       2.925000     1.379676
       2.975000     1.258561
       3.025000     1.192901
       3.075000     1.184196
       3.125000     1.112809
       3.175000     1.125221
       3.225000     1.104602
       3.275000     1.072942
       3.325000     1.029941
       3.375000     1.032887
       3.425000     0.985159
       3.475000     1.020520
       3.525000     0.977322
       3.575000     1.011698
       3.625000     0.991000
       3.675000     0.987218
       3.725000     1.049043
       3.775000     0.981929
       3.825000     1.041021
       3.875000     1.095463
       3.925000     1.068677
       3.975000     1.098790
       4.025000     1.094730
       4.075000     1.108951
       4.125000     1.117601
       4.175000     1.167847
       4.225000     1.161306
       4.275000     1.144658
       4.325000     1.122497
       4.375000     1.124373
       4.425000     1.170993
       4.475000     1.191750
       4.525000     1.203250
       4.575000     1.245734
       4.625000     1.250939
       4.675000     1.252972
       4.725000     1.259205
       4.775000     1.276825
       4.825000     1.261550
       4.875000     1.279510
       4.925000     1.332504
       4.975000     1.387238
       5.025000     1.403403
       5.075000     1.431856
       5.125000     1.415511
       5.175000     1.407864
       5.225000     1.387449
       5.275000     1.390053
       5.325000     1.405838
       5.375000     1.387364
       5.425000     1.402974
       5.475000     1.374066
       5.525000     1.395261
       5.575000     1.382995
       5.625000     1.338883
       5.675000     1.349153
       5.725000     1.339907
       5.775000     1.336307
       5.825000     1.365534
       5.875000     1.357999
       5.925000     1.346514
       5.975000     1.317275
       6.025000     1.345643
       6.075000     1.337261
       6.125000     1.289124
       6.175000     1.277498
       6.225000     1.280731
       6.275000     1.281728
       6.325000     1.254507
       6.375000     1.237772
       6.425000     1.234337
       6.475000     1.253320
       6.525000     1.195881
       6.575000     1.242432
       6.625000     1.214792
       6.675000     1.176072
       6.725000     1.152639
       6.775000     1.139179
       6.825000     1.155580
       6.875000     1.149102
       6.925000     1.115362
       6.975000     1.093642
       7.025000     1.064951
       7.075000     1.055091
       7.125000     1.029148
       7.175000     1.023811
       7.225000     0.981703
       7.275000     0.981644
       7.325000     0.970460
       7.375000     0.937624
       7.425000     0.916675
       7.475000     0.906451
       7.525000     0.870444
       7.575000     0.839198
       7.625000     0.820214
       7.675000     0.806101
       7.725000     0.771137
       7.775000     0.748805
       7.825000     0.716833
       7.875000     0.719656
       7.925000     0.696848
       7.975000     0.677911
