#Distance_(Ang)    @O_=>_@O1
       0.025000     0.000000
       0.075000     0.000000
       0.125000     0.000000
       0.175000     0.000000
       0.225000     0.000000
       0.275000     0.000000
       0.325000     0.000000
       0.375000     0.000000
       0.425000     0.000000
       0.475000     0.000000
       0.525000     0.000000
       0.575000     0.000000
       0.625000     0.000000
       0.675000     0.000000
       0.725000     0.000000
       0.775000     0.000000
       0.825000     0.000000
       0.875000     0.000000
       0.925000     0.000000
       0.975000     0.000000
       1.025000     0.000000
       1.075000     0.000000
       1.125000     0.000000
       1.175000     0.000000
       1.225000     0.000000
       1.275000     0.000000
       1.325000     0.000000
       1.375000     0.000000
       1.425000     0.000000
       1.475000     0.000000
       1.525000     0.000000
       1.575000     0.000000
       1.625000     0.000000
       1.675000     0.000000
       1.725000     0.000000
       1.775000     0.000000
       1.825000     0.000000
       1.875000     0.000000
       1.925000     0.000000
       1.975000     0.000000
       2.025000     0.000000
       2.075000     0.000000
       2.125000     0.000000
       2.175000     0.000000
       2.225000     0.000980
       2.275000     0.010315
       2.325000     0.105949
       2.375000     0.431092
       2.425000     1.134853
       2.475000     1.766122
       2.525000     2.047817
       2.575000     1.977848
       2.625000     1.756007
       2.675000     1.584486
       2.725000     1.439942
       2.775000     1.269397
       2.825000     1.164044
       2.875000     1.100420
       2.925000     1.075602
       2.975000     1.026043
       3.025000     1.065602
       3.075000     1.140565
       3.125000     1.051179
       3.175000     0.986073
       3.225000     1.009869
       3.275000     0.956190
       3.325000     0.972429
       3.375000     0.913577
       3.425000     0.962402
       3.475000     0.991178
       3.525000     0.971072
       3.575000     0.986633
       3.625000     0.985090
       3.675000     0.982905
       3.725000     0.947252
       3.775000     0.989422
       3.825000     1.036377
       3.875000     1.068958
       3.925000     1.109004
       3.975000     1.118450
       4.025000     1.121694
       4.075000     1.131457
       4.125000     1.174366
       4.175000     1.197085
       4.225000     1.206714
       4.275000     1.199102
       4.325000     1.201378
       4.375000     1.193347
       4.425000     1.191320
       4.475000     1.227379
       4.525000     1.255874
       4.575000     1.307417
       4.625000     1.324910
       4.675000     1.324260
       4.725000     1.331818
       4.775000     1.320039
       4.825000     1.350782
       4.875000     1.379175
       4.925000     1.453568
       4.975000     1.475092
       5.025000     1.469142
       5.075000     1.441656
       5.125000     1.393151
       5.175000     1.431063
       5.225000     1.410028
       5.275000     1.423719
       5.325000     1.383756
       5.375000     1.404333
       5.425000     1.368176
       5.475000     1.365160
       5.525000     1.330705
       5.575000     1.318031
       5.625000     1.309430
       5.675000     1.336946
       5.725000     1.282004
       5.775000     1.320735
       5.825000     1.298016
       5.875000     1.303156
       5.925000     1.298261
       5.975000     1.264252
       6.025000     1.269028
       6.075000     1.265848
       6.125000     1.231681
       6.175000     1.246438
       6.225000     1.254803
       6.275000     1.238461
       6.325000     1.225510
       6.375000     1.217827
       6.425000     1.192950
       6.475000     1.187795
       6.525000     1.192347
       6.575000     1.212904
       6.625000     1.238568
       6.675000     1.220736
       6.725000     1.213598
       6.775000     1.215737
       6.825000     1.192363
       6.875000     1.179087
       6.925000     1.180847
       6.975000     1.150908
       7.025000     1.111569
       7.075000     1.087478
       7.125000     1.052859
       7.175000     1.033711
       7.225000     1.018895
       7.275000     0.985404
       7.325000     0.963042
       7.375000     0.922543
       7.425000     0.909896
       7.475000     0.896635
       7.525000     0.884588
       7.575000     0.847657
       7.625000     0.830232
       7.675000     0.826536
       7.725000     0.802857
       7.775000     0.776024
       7.825000     0.737443
       7.875000     0.710186
       7.925000     0.712999
       7.975000     0.709200
