#Distance_(Ang)    @O_=>_@O1
       0.025000     0.000000
       0.075000     0.000000
       0.125000     0.000000
       0.175000     0.000000
       0.225000     0.000000
       0.275000     0.000000
       0.325000     0.000000
       0.375000     0.000000
       0.425000     0.000000
       0.475000     0.000000
       0.525000     0.000000
       0.575000     0.000000
       0.625000     0.000000
       0.675000     0.000000
       0.725000     0.000000
       0.775000     0.000000
       0.825000     0.000000
       0.875000     0.000000
       0.925000     0.000000
       0.975000     0.000000
       1.025000     0.000000
       1.075000     0.000000
       1.125000     0.000000
       1.175000     0.000000
       1.225000     0.000000
       1.275000     0.000000
       1.325000     0.000000
       1.375000     0.000000
       1.425000     0.000000
       1.475000     0.000000
       1.525000     0.000000
       1.575000     0.000000
       1.625000     0.000000
       1.675000     0.000000
       1.725000     0.000000
       1.775000     0.000000
       1.825000     0.000000
       1.875000     0.000000
       1.925000     0.000000
       1.975000     0.000000
       2.025000     0.000000
       2.075000     0.000000
       2.125000     0.000000
       2.175000     0.000000
       2.225000     0.001961
       2.275000     0.056266
       2.325000     0.334905
       2.375000     1.073858
       2.425000     1.932964
       2.475000     2.247071
       2.525000     2.282288
       2.575000     2.073739
       2.625000     1.839123
       2.675000     1.526153
       2.725000     1.357585
       2.775000     1.206999
       2.825000     1.041801
       2.875000     1.017625
       2.925000     0.955335
       2.975000     0.955848
       3.025000     0.901174
       3.075000     0.892125
       3.125000     0.862315
       3.175000     0.867148
       3.225000     0.833468
       3.275000     0.850299
       3.325000     0.814821
       3.375000     0.828781
       3.425000     0.897028
       3.475000     0.889488
       3.525000     0.839044
       3.575000     0.859791
       3.625000     0.893488
       3.675000     0.986499
       3.725000     1.032952
       3.775000     1.053454
       3.825000     1.085807
       3.875000     1.078332
       3.925000     1.117196
       3.975000     1.128894
       4.025000     1.166633
       4.075000     1.167994
       4.125000     1.170943
       4.175000     1.202654
       4.225000     1.199373
       4.275000     1.209726
       4.325000     1.250160
       4.375000     1.265364
       4.425000     1.232964
       4.475000     1.221078
       4.525000     1.218184
       4.575000     1.325273
       4.625000     1.337844
       4.675000     1.321817
       4.725000     1.327036
       4.775000     1.378367
       4.825000     1.382472
       4.875000     1.388161
       4.925000     1.391935
       4.975000     1.403318
       5.025000     1.415513
       5.075000     1.387005
       5.125000     1.422349
       5.175000     1.451724
       5.225000     1.451097
       5.275000     1.466803
       5.325000     1.454622
       5.375000     1.449693
       5.425000     1.433484
       5.475000     1.420213
       5.525000     1.385561
       5.575000     1.359571
       5.625000     1.343792
       5.675000     1.337247
       5.725000     1.332502
       5.775000     1.343875
       5.825000     1.300018
       5.875000     1.322422
       5.925000     1.284297
       5.975000     1.278255
       6.025000     1.267557
       6.075000     1.253222
       6.125000     1.227411
       6.175000     1.214616
       6.225000     1.211215
       6.275000     1.187059
       6.325000     1.197241
       6.375000     1.201226
       6.425000     1.192715
       6.475000     1.215348
       6.525000     1.243306
       6.575000     1.249393
       6.625000     1.264998
       6.675000     1.267687
       6.725000     1.233989
       6.775000     1.166566
       6.825000     1.153079
       6.875000     1.155160
       6.925000     1.139349
       6.975000     1.105115
       7.025000     1.062984
       7.075000     1.055188
       7.125000     1.044350
       7.175000     1.004201
       7.225000     0.971754
       7.275000     0.955507
       7.325000     0.924235
       7.375000     0.901840
       7.425000     0.898891
       7.475000     0.866492
       7.525000     0.832558
       7.575000     0.814244
       7.625000     0.790744
       7.675000     0.790116
       7.725000     0.755520
       7.775000     0.757477
       7.825000     0.728803
       7.875000     0.719421
       7.925000     0.691283
       7.975000     0.684245
