#Distance_(Ang)    @O_=>_@O1
       0.025000     0.000000
       0.075000     0.000000
       0.125000     0.000000
       0.175000     0.000000
       0.225000     0.000000
       0.275000     0.000000
       0.325000     0.000000
       0.375000     0.000000
       0.425000     0.000000
       0.475000     0.000000
       0.525000     0.000000
       0.575000     0.000000
       0.625000     0.000000
       0.675000     0.000000
       0.725000     0.000000
       0.775000     0.000000
       0.825000     0.000000
       0.875000     0.000000
       0.925000     0.000000
       0.975000     0.000000
       1.025000     0.000000
       1.075000     0.000000
       1.125000     0.000000
       1.175000     0.000000
       1.225000     0.000000
       1.275000     0.000000
       1.325000     0.000000
       1.375000     0.000000
       1.425000     0.000000
       1.475000     0.000000
       1.525000     0.000000
       1.575000     0.000000
       1.625000     0.000000
       1.675000     0.000000
       1.725000     0.000000
       1.775000     0.000000
       1.825000     0.000000
       1.875000     0.000000
       1.925000     0.000000
       1.975000     0.000000
       2.025000     0.000000
       2.075000     0.000000
       2.125000     0.007524
       2.175000     0.095416
       2.225000     0.626467
       2.275000     1.637343
       2.325000     2.446694
       2.375000     2.491902
       2.425000     2.221836
       2.475000     2.016501
       2.525000     1.762340
       2.575000     1.640399
       2.625000     1.416498
       2.675000     1.205322
       2.725000     0.996129
       2.775000     0.850256
       2.825000     0.769948
       2.875000     0.653558
       2.925000     0.666578
       2.975000     0.661910
       3.025000     0.719772
       3.075000     0.720681
       3.125000     0.681403
       3.175000     0.747259
       3.225000     0.711668
       3.275000     0.729021
       3.325000     0.717359
       3.375000     0.724811
       3.425000     0.730697
       3.475000     0.807493
       3.525000     0.803497
       3.575000     0.816878
       3.625000     0.887209
       3.675000     0.853888
       3.725000     0.923465
       3.775000     0.984994
       3.825000     1.014150
       3.875000     1.069927
       3.925000     1.080019
       3.975000     1.145789
       4.025000     1.154949
       4.075000     1.178224
       4.125000     1.212589
       4.175000     1.268927
       4.225000     1.309766
       4.275000     1.314099
       4.325000     1.349799
       4.375000     1.332816
       4.425000     1.409704
       4.475000     1.417158
       4.525000     1.430341
       4.575000     1.456525
       4.625000     1.426792
       4.675000     1.490153
       4.725000     1.463348
       4.775000     1.457131
       4.825000     1.460862
       4.875000     1.448818
       4.925000     1.478581
       4.975000     1.443520
       5.025000     1.450305
       5.075000     1.387193
       5.125000     1.389825
       5.175000     1.402065
       5.225000     1.362915
       5.275000     1.302837
       5.325000     1.346783
       5.375000     1.320499
       5.425000     1.367021
       5.475000     1.331480
       5.525000     1.321165
       5.575000     1.271494
       5.625000     1.236258
       5.675000     1.246821
       5.725000     1.254904
       5.775000     1.243601
       5.825000     1.226635
       5.875000     1.200642
       5.925000     1.192907
       5.975000     1.215444
       6.025000     1.194552
       6.075000     1.188121
       6.125000     1.203476
       6.175000     1.198068
       6.225000     1.209712
       6.275000     1.204193
       6.325000     1.183046
       6.375000     1.211975
       6.425000     1.227988
       6.475000     1.241975
       6.525000     1.245586
       6.575000     1.276227
       6.625000     1.279596
       6.675000     1.283374
       6.725000     1.259210
       6.775000     1.235300
       6.825000     1.225811
       6.875000     1.195518
       6.925000     1.186008
       6.975000     1.161284
       7.025000     1.146582
       7.075000     1.086702
       7.125000     1.071695
       7.175000     1.080192
       7.225000     1.023916
       7.275000     0.999069
       7.325000     0.976068
       7.375000     0.956721
       7.425000     0.936660
       7.475000     0.882562
       7.525000     0.879787
       7.575000     0.871426
       7.625000     0.825473
       7.675000     0.789209
       7.725000     0.767395
       7.775000     0.758360
       7.825000     0.749017
       7.875000     0.718012
       7.925000     0.711686
       7.975000     0.675316
