#Distance_(Ang)    @O_=>_@O1
       0.025000     0.000000
       0.075000     0.000000
       0.125000     0.000000
       0.175000     0.000000
       0.225000     0.000000
       0.275000     0.000000
       0.325000     0.000000
       0.375000     0.000000
       0.425000     0.000000
       0.475000     0.000000
       0.525000     0.000000
       0.575000     0.000000
       0.625000     0.000000
       0.675000     0.000000
       0.725000     0.000000
       0.775000     0.000000
       0.825000     0.000000
       0.875000     0.000000
       0.925000     0.000000
       0.975000     0.000000
       1.025000     0.000000
       1.075000     0.000000
       1.125000     0.000000
       1.175000     0.000000
       1.225000     0.000000
       1.275000     0.000000
       1.325000     0.000000
       1.375000     0.000000
       1.425000     0.000000
       1.475000     0.000000
       1.525000     0.000000
       1.575000     0.000000
       1.625000     0.000000
       1.675000     0.000000
       1.725000     0.000000
       1.775000     0.000000
       1.825000     0.000000
       1.875000     0.000000
       1.925000     0.000000
       1.975000     0.000000
       2.025000     0.000000
       2.075000     0.000000
       2.125000     0.000000
       2.175000     0.000000
       2.225000     0.000000
       2.275000     0.000000
       2.325000     0.000000
       2.375000     0.015488
       2.425000     0.148563
       2.475000     0.478572
       2.525000     1.001070
       2.575000     1.548900
       2.625000     1.783478
       2.675000     1.922953
       2.725000     1.870683
       2.775000     1.662696
       2.825000     1.578210
       2.875000     1.472121
       2.925000     1.363791
       2.975000     1.302981
       3.025000     1.214118
       3.075000     1.183682
       3.125000     1.211217
       3.175000     1.180592
       3.225000     1.139135
       3.275000     1.189241
       3.325000     1.178769
       3.375000     1.085725
       3.425000     1.083220
       3.475000     1.082418
       3.525000     1.007790
       3.575000     0.972962
       3.625000     1.020549
       3.675000     0.958108
       3.725000     0.981532
       3.775000     1.036764
       3.825000     1.030737
       3.875000     1.018855
       3.925000     1.060170
       3.975000     1.033667
       4.025000     1.074956
       4.075000     1.098429
       4.125000     1.083942
       4.175000     1.090715
       4.225000     1.119433
       4.275000     1.079856
       4.325000     1.088765
       4.375000     1.054385
       4.425000     1.134803
       4.475000     1.171876
       4.525000     1.192583
       4.575000     1.197732
       4.625000     1.195800
       4.675000     1.248309
       4.725000     1.246813
       4.775000     1.298964
       4.825000     1.333269
       4.875000     1.365083
       4.925000     1.416148
       4.975000     1.388807
       5.025000     1.426469
       5.075000     1.422811
       5.125000     1.410891
       5.175000     1.466042
       5.225000     1.405939
       5.275000     1.434533
       5.325000     1.407892
       5.375000     1.439781
       5.425000     1.420785
       5.475000     1.407745
       5.525000     1.359326
       5.575000     1.355198
       5.625000     1.338423
       5.675000     1.378843
       5.725000     1.378410
       5.775000     1.329758
       5.825000     1.336496
       5.875000     1.296828
       5.925000     1.293837
       5.975000     1.327607
       6.025000     1.338690
       6.075000     1.315824
       6.125000     1.299087
       6.175000     1.304101
       6.225000     1.291879
       6.275000     1.275934
       6.325000     1.255235
       6.375000     1.235144
       6.425000     1.244449
       6.475000     1.266055
       6.525000     1.262116
       6.575000     1.253884
       6.625000     1.248079
       6.675000     1.193829
       6.725000     1.159401
       6.775000     1.154511
       6.825000     1.146410
       6.875000     1.146637
       6.925000     1.112731
       6.975000     1.069199
       7.025000     1.065246
       7.075000     1.054412
       7.125000     1.018631
       7.175000     1.014100
       7.225000     0.997974
       7.275000     0.981461
       7.325000     0.947483
       7.375000     0.917278
       7.425000     0.910688
       7.475000     0.875787
       7.525000     0.863759
       7.575000     0.838436
       7.625000     0.829814
       7.675000     0.802311
       7.725000     0.761133
       7.775000     0.748564
       7.825000     0.740931
       7.875000     0.713160
       7.925000     0.675286
       7.975000     0.684779
