#Distance_(Ang)    @O_=>_@S2
       0.025000     0.000000
       0.075000     0.000000
       0.125000     0.000000
       0.175000     0.000000
       0.225000     0.000000
       0.275000     0.000000
       0.325000     0.000000
       0.375000     0.000000
       0.425000     0.000000
       0.475000     0.000000
       0.525000     0.000000
       0.575000     0.000000
       0.625000     0.000000
       0.675000     0.000000
       0.725000     0.000000
       0.775000     0.000000
       0.825000     0.000000
       0.875000     0.000000
       0.925000     0.000000
       0.975000     0.000000
       1.025000     0.000000
       1.075000     0.000000
       1.125000     0.000000
       1.175000     0.000000
       1.225000     0.000000
       1.275000     0.000000
       1.325000     0.000000
       1.375000     0.000000
       1.425000     0.000000
       1.475000     0.000000
       1.525000     0.000000
       1.575000     0.000000
       1.625000     0.000000
       1.675000     0.000000
       1.725000     0.000000
       1.775000     0.000000
       1.825000     0.000000
       1.875000     0.000000
       1.925000     0.000000
       1.975000     0.000000
       2.025000     0.000000
       2.075000     0.000000
       2.125000     0.000000
       2.175000     0.000000
       2.225000     0.000000
       2.275000     0.000000
       2.325000     0.000000
       2.375000     0.000000
       2.425000     0.000000
       2.475000     0.000000
       2.525000     0.000000
       2.575000     0.000000
       2.625000     0.000000
       2.675000     0.000000
       2.725000     0.005824
       2.775000     0.002808
       2.825000     0.048769
       2.875000     0.112488
       2.925000     0.166803
       2.975000     0.246752
       3.025000     0.491503
       3.075000     0.635724
       3.125000     0.810392
       3.175000     1.093949
       3.225000     1.297298
       3.275000     1.608775
       3.325000     1.740692
       3.375000     1.922992
       3.425000     2.034996
       3.475000     2.050274
       3.525000     2.309239
       3.575000     2.290778
       3.625000     2.218147
       3.675000     2.142191
       3.725000     2.057019
       3.775000     1.916402
       3.825000     1.854804
       3.875000     1.745326
       3.925000     1.682897
       3.975000     1.575139
       4.025000     1.409451
       4.075000     1.332105
       4.125000     1.228844
       4.175000     1.185941
       4.225000     1.148347
       4.275000     1.137024
       4.325000     1.060024
       4.375000     0.970411
       4.425000     0.955231
       4.475000     0.932925
       4.525000     1.066604
       4.575000     1.036186
       4.625000     0.953251
       4.675000     0.977492
       4.725000     1.017931
       4.775000     1.058369
       4.825000     1.063483
       4.875000     0.991738
       4.925000     1.036781
       4.975000     0.998573
       5.025000     1.013910
       5.075000     1.033489
       5.125000     1.065287
       5.175000     1.039957
       5.225000     1.086680
       5.275000     1.082496
       5.325000     1.115643
       5.375000     1.072530
       5.425000     1.009503
       5.475000     1.074105
       5.525000     1.132673
       5.575000     1.170191
       5.625000     1.189801
       5.675000     1.215927
       5.725000     1.185544
       5.775000     1.167049
       5.825000     1.249702
       5.875000     1.331890
       5.925000     1.371101
       5.975000     1.312514
       6.025000     1.375406
       6.075000     1.361647
       6.125000     1.408673
       6.175000     1.491997
       6.225000     1.461988
       6.275000     1.465690
       6.325000     1.379911
       6.375000     1.419537
       6.425000     1.414291
       6.475000     1.413163
       6.525000     1.441869
       6.575000     1.393513
       6.625000     1.348910
       6.675000     1.319557
       6.725000     1.316742
       6.775000     1.295494
       6.825000     1.311863
       6.875000     1.248474
       6.925000     1.232766
       6.975000     1.171598
       7.025000     1.201424
       7.075000     1.135689
       7.125000     1.065284
       7.175000     1.058050
       7.225000     1.037243
       7.275000     0.998929
       7.325000     0.987756
       7.375000     0.964867
       7.425000     0.886415
       7.475000     0.874597
       7.525000     0.861485
       7.575000     0.878413
       7.625000     0.851682
       7.675000     0.892013
       7.725000     0.859488
       7.775000     0.846680
       7.825000     0.875094
       7.875000     0.827406
       7.925000     0.802538
       7.975000     0.760888
